manufacturer,name,gpuName,architecture,generation,releaseDate,baseClock,boostClock,memoryClock,memorySize,memoryType,memoryBus,memoryBandwidth,shaders,tensorCores,rtCores,fp32,fp16,fp64,tdp,cuda,processSize,transistors,dieSize,foundry,busInterface,sms,l2Cache,url
NVIDIA,GeForce2 MX,NV11,Celsius,GeForce 2 MX,2000-06-28,175.0,175.0,166.0,0.032,SDR,128,2.656,,,,,,,,,180,0.02,64.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/geforce2-mx.c792
NVIDIA,GeForce2 MX DH Pro TV,NV11,Celsius,GeForce 2 MX,2000-06-28,175.0,175.0,166.0,0.032,SDR,128,2.656,,,,,,,,,180,0.02,64.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/geforce2-mx-dh-pro-tv.c929
NVIDIA,GeForce2 MX DH Pro TV PCI,NV11,Celsius,GeForce 2 MX PCI,2000-06-28,175.0,175.0,166.0,0.032,SDR,128,2.656,,,,,,,,,180,0.02,64.0,TSMC,PCI,,,https://www.techpowerup.com/gpu-specs/geforce2-mx-dh-pro-tv-pci.c928
NVIDIA,GeForce2 MX PCI,NV11,Celsius,GeForce 2 MX PCI,2000-06-28,175.0,175.0,166.0,0.032,SDR,64,1.328,,,,,,,,,180,0.02,64.0,TSMC,PCI,,,https://www.techpowerup.com/gpu-specs/geforce2-mx-pci.c791
NVIDIA,GeForce2 PRO,NV15,Celsius,GeForce 2,2000-12-05,200.0,200.0,200.0,0.064,DDR,128,6.4,,,,,,,,,180,0.03,88.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/geforce2-pro.c795
NVIDIA,GeForce2 Ultra,NV15,Celsius,GeForce 2,2000-08-14,250.0,250.0,230.0,0.064,DDR,128,7.36,,,,,,,,,180,0.03,88.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/geforce2-ultra.c736
NVIDIA,Quadro2 MXR,NV11B,Celsius,Quadro2 Celcius,2000-07-25,200.0,200.0,183.0,0.032,SDR,128,2.928,,,,,,,,,180,0.02,64.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/quadro2-mxr.c1360
NVIDIA,Quadro2 MXR Low Profile,NV11B,Celsius,Quadro2 Celcius,2000-07-25,200.0,200.0,183.0,0.032,SDR,128,2.928,,,,,,,,,180,0.02,64.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/quadro2-mxr-low-profile.c1361
NVIDIA,Vanta LT,NV5,Fahrenheit,TNT2,2000-03-01,105.0,105.0,100.0,0.008,SDR,64,0.8,,,,,,,,,250,0.01,63.0,TSMC,AGP 2x,,,https://www.techpowerup.com/gpu-specs/vanta-lt.c1309
Intel,i815 Graphics,Solano,Generation 1.0,Graphics(IGP),2000-01-01,133.0,133.0,,,System Shared,,,,,,,,,,,150,,,Intel,FSB,,,https://www.techpowerup.com/gpu-specs/i815-graphics.c1291
ATI,All-In-Wonder Radeon 7200,R100,Rage 6,All-In-Wonder(7000),2000-07-31,166.0,166.0,166.0,0.032,DDR,128,5.312,,,,,,,,,180,0.03,111.0,TSMC,PCI,,,https://www.techpowerup.com/gpu-specs/all-in-wonder-radeon-7200.c1720
ATI,Fire GL2,GT1000,IBM,Fire GL,2000-06-01,120.0,120.0,120.0,0.064,DDR,256,7.68,,,,,,,,,180,,100.0,IBM,AGP 4x,,,https://www.techpowerup.com/gpu-specs/fire-gl2.c3658
ATI,Fire GL3,GT1000,IBM,Fire GL,2000-06-01,120.0,120.0,125.0,0.128,DDR,256,8.0,,,,,,,,,180,,100.0,IBM,AGP 4x,,,https://www.techpowerup.com/gpu-specs/fire-gl3.c3659
ATI,GameCube GPU,Flipper,Rage 5,Console GPU(Nintendo),2000-08-24,162.0,162.0,162.0,0.016,SDR,64,1.296,,,,,,,45,,180,0.05,120.0,NEC,,,,https://www.techpowerup.com/gpu-specs/gamecube-gpu.c1918
ATI,Radeon 7200,R100,Rage 6,Radeon R100(7200),2000-06-01,143.0,143.0,143.0,0.032,SDR,128,2.288,,,,,,,23,,180,0.03,111.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/radeon-7200.c700
ATI,Radeon 7200 64 MB,R100,Rage 6,Radeon R100(7200),2000-04-01,166.0,166.0,166.0,0.064,DDR,128,5.312,,,,,,,23,,180,0.03,111.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/radeon-7200-64-mb.c699
ATI,Radeon DDR,Rage 6,Rage 6,Rage 6,2000-04-01,166.0,166.0,166.0,0.032,DDR,128,5.312,,,,,,,23,,180,0.03,115.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/radeon-ddr.c1155
ATI,Radeon DDR MAXX,Rage 6,Rage 6,Rage 6,2000-06-01,148.0,148.0,148.0,0.032,DDR,128,4.736,,,,,,,,,180,0.03,115.0,TSMC,AGP 2x,,,https://www.techpowerup.com/gpu-specs/radeon-ddr-maxx.c2326
ATI,Radeon SDR,Rage 6,Rage 6,Rage 6,2000-06-01,166.0,166.0,166.0,0.032,SDR,128,2.656,,,,,,,23,,180,0.03,115.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/radeon-sdr.c1152
ATI,Radeon SDR PCI,Rage 6,Rage 6,Rage 6,2000-06-01,166.0,166.0,166.0,0.032,SDR,128,2.656,,,,,,,23,,180,0.03,115.0,TSMC,PCI,,,https://www.techpowerup.com/gpu-specs/radeon-sdr-pci.c3024
3dfx,Voodoo4 4500 AGP,VSA-100,Voodoo Scalable,Voodoo4,2000-10-13,166.0,166.0,166.0,0.032,SDR,128,2.656,,,,,,,15,,250,0.01,112.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/voodoo4-4500-agp.c3548
3dfx,Voodoo4 4500 PCI,VSA-100,Voodoo Scalable,Voodoo4,2000-10-13,166.0,166.0,166.0,0.032,SDR,128,2.656,,,,,,,15,,250,0.01,112.0,TSMC,PCI,,,https://www.techpowerup.com/gpu-specs/voodoo4-4500-pci.c3547
3dfx,Voodoo5 5500 AGP,VSA-100,Voodoo Scalable,Voodoo5,2000-06-22,166.0,166.0,166.0,0.032,SDR,128,2.656,,,,,,,30,,250,0.01,112.0,TSMC,AGP 2x,,,https://www.techpowerup.com/gpu-specs/voodoo5-5500-agp.c3531
3dfx,Voodoo5 5500 PCI,VSA-100,Voodoo Scalable,Voodoo5,2000-06-22,166.0,166.0,166.0,0.032,SDR,128,2.656,,,,,,,30,,250,0.01,112.0,TSMC,PCI,,,https://www.techpowerup.com/gpu-specs/voodoo5-5500-pci.c3532
Matrox,Millennium G450,Condor,G400,G Series(G4xx),2000-04-01,125.0,125.0,166.0,0.032,DDR,64,2.656,,,,,,,,,180,0.01,,UMC,PCI,,,https://www.techpowerup.com/gpu-specs/millennium-g450.c1922
Matrox,Millennium G450 LP,Condor,G400,G Series(G4xx),2000-04-01,125.0,125.0,166.0,0.032,DDR,64,2.656,,,,,,,,,180,0.01,,UMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/millennium-g450-lp.c3529
Sony,Playstation 2 GPU 250nm,GS-250nm,,Console GPU(Sony),2000-03-04,147.0,147.0,150.0,0.004,eDRAM,2560,48.0,,,,,,,79,,250,0.05,279.0,Sony,,,,https://www.techpowerup.com/gpu-specs/playstation-2-gpu-250nm.c3702
NVIDIA,GeForce2 Go 100,NV11B,Celsius,GeForce2 Go,2001-02-06,125.0,125.0,166.0,0.016,DDR,32,1.328,,,,,,,2,,180,0.02,64.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/geforce2-go-100.c1559
NVIDIA,GeForce2 Go 200,NV11B,Celsius,GeForce2 Go,2001-02-06,143.0,143.0,166.0,0.032,DDR,64,2.656,,,,,,,2,,180,0.02,64.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/geforce2-go-200.c1560
NVIDIA,GeForce2 MX + nForce 220,Crush11,Celsius,GeForce 2 MX IGP,2001-06-04,175.0,175.0,,,System Shared,,,,,,,,,,,180,0.02,65.0,,AGP 4x,,,https://www.techpowerup.com/gpu-specs/geforce2-mx-nforce-220.c2013
NVIDIA,GeForce2 MX + nForce 420,Crush11,Celsius,GeForce 2 MX IGP,2001-06-04,175.0,175.0,,,System Shared,,,,,,,,,,,180,0.02,65.0,,AGP 4x,,,https://www.techpowerup.com/gpu-specs/geforce2-mx-nforce-420.c3259
NVIDIA,GeForce2 MX 200,NV11B,Celsius,GeForce 2 MX,2001-03-03,175.0,175.0,166.0,0.032,SDR,64,1.328,,,,,,,,,180,0.02,64.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/geforce2-mx-200.c788
NVIDIA,GeForce2 MX 200 LP,NV11B,Celsius,GeForce 2 MX,2001-03-03,175.0,175.0,166.0,0.032,SDR,64,1.328,,,,,,,,,180,0.02,64.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/geforce2-mx-200-lp.c2131
NVIDIA,GeForce2 MX 200 PCI,NV11B,Celsius,GeForce 2 MX PCI,2001-03-03,175.0,175.0,166.0,0.064,SDR,64,1.328,,,,,,,,,180,0.02,64.0,TSMC,PCI,,,https://www.techpowerup.com/gpu-specs/geforce2-mx-200-pci.c787
NVIDIA,GeForce2 MX 400,NV11B,Celsius,GeForce 2 MX,2001-03-03,200.0,200.0,166.0,0.032,SDR,128,2.656,,,,,,,,,180,0.02,64.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/geforce2-mx-400.c790
NVIDIA,GeForce2 MX 400 PCI,NV11B,Celsius,GeForce 2 MX PCI,2001-03-03,200.0,200.0,166.0,0.032,DDR,64,2.656,,,,,,,,,180,0.02,64.0,TSMC,PCI,,,https://www.techpowerup.com/gpu-specs/geforce2-mx-400-pci.c927
NVIDIA,GeForce2 Ti,NV15,Celsius,GeForce 2,2001-10-01,250.0,250.0,200.0,0.064,DDR,128,6.4,,,,,,,,,180,0.03,88.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/geforce2-ti.c794
NVIDIA,GeForce3,NV20,Kelvin,GeForce 3,2001-02-27,200.0,200.0,230.0,0.064,DDR,128,7.36,,,,,,,,,150,0.06,128.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/geforce3.c738
NVIDIA,GeForce3 Ti200,NV20,Kelvin,GeForce 3,2001-10-01,175.0,175.0,200.0,0.064,DDR,128,6.4,,,,,,,,,150,0.06,128.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/geforce3-ti200.c742
NVIDIA,GeForce3 Ti500,NV20,Kelvin,GeForce 3,2001-10-01,240.0,240.0,250.0,0.064,DDR,128,8.0,,,,,,,,,150,0.06,128.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/geforce3-ti500.c741
NVIDIA,Quadro DCC,NV20,Kelvin,Quadro2 Celcius,2001-05-14,200.0,200.0,230.0,0.064,SDR,128,3.68,,,,,,,,,150,0.06,128.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/quadro-dcc.c2371
NVIDIA,Quadro2 Go,NV11B,Celsius,Quadro2 Go,2001-08-14,143.0,143.0,181.0,0.032,DDR,64,2.896,,,,,,,,,180,0.02,64.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/quadro2-go.c3385
NVIDIA,Quadro2 Pro,NV15,Celsius,Quadro2 Celcius,2001-03-22,200.0,200.0,250.0,0.064,DDR,128,8.0,,,,,,,,,180,0.03,88.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/quadro2-pro.c2372
NVIDIA,Xbox GPU,NV2A,Kelvin,Console GPU(Microsoft),2001-11-15,233.0,233.0,200.0,0.064,DDR,128,6.4,,,,,,,,,150,0.06,142.0,TSMC,,,,https://www.techpowerup.com/gpu-specs/xbox-gpu.c1866
Intel,i830M Graphics,Almador,Generation 1.0,Graphics-M(IGP),2001-01-01,166.0,200.0,,,System Shared,,,,,,,,,,,150,,,Intel,FSB,,,https://www.techpowerup.com/gpu-specs/i830m-graphics.c1910
ATI,All-In-Wonder Radeon 8500,R200,Rage 7,All-In-Wonder(8500),2001-11-14,275.0,275.0,275.0,0.128,DDR,128,8.8,,,,,,,,,150,0.06,120.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/all-in-wonder-radeon-8500.c865
ATI,All-In-Wonder Radeon 8500DV,R200,Rage 7,All-In-Wonder(8500),2001-08-30,230.0,230.0,190.0,0.064,DDR,128,6.08,,,,,,,,,150,0.06,120.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/all-in-wonder-radeon-8500dv.c864
ATI,Fire GL4,GT1000,IBM,Fire GL,2001-03-14,150.0,150.0,150.0,0.128,DDR,256,9.6,,,,,,,,,180,,100.0,IBM,AGP Pro 8x,,,https://www.techpowerup.com/gpu-specs/fire-gl4.c3660
ATI,FireGL 8700,R200,Rage 7,FireGL(8000),2001-08-14,250.0,250.0,270.0,0.064,DDR,128,8.64,,,,,,,,,150,0.06,120.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/firegl-8700.c1382
ATI,FireGL 8800,R200,Rage 7,FireGL(8000),2001-08-14,300.0,300.0,290.0,0.128,DDR,128,9.28,,,,,,,,,150,0.06,120.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/firegl-8800.c1381
ATI,Mobility FireGL 7800,M7,Rage 7,Mobility FireGL,2001-09-29,280.0,280.0,200.0,0.064,DDR,128,6.4,,,,,,,27,,150,0.06,68.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/mobility-firegl-7800.c1589
ATI,Mobility Radeon 7500,M7,Rage 7,M7(Mobility 7500),2001-12-01,230.0,230.0,183.0,0.032,DDR,64,2.928,,,,,,,27,,150,0.06,68.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/mobility-radeon-7500.c1214
ATI,Mobility Radeon 7500C,M7,Rage 7,M7(Mobility 7500),2001-12-01,230.0,230.0,183.0,0.016,DDR,64,2.928,,,,,,,27,,150,0.06,68.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/mobility-radeon-7500c.c1590
ATI,Radeon 7000,RV100,Rage 6,Radeon R100(7000),2001-02-19,183.0,183.0,183.0,0.032,DDR,64,2.928,,,,,,,23,,180,0.03,80.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/radeon-7000.c648
ATI,Radeon 7000 PCI,RV100,Rage 6,Radeon R100(7000),2001-02-19,133.0,133.0,133.0,0.032,DDR,64,2.128,,,,,,,23,,180,0.03,80.0,TSMC,PCI,,,https://www.techpowerup.com/gpu-specs/radeon-7000-pci.c649
ATI,Radeon 7500,RV200,Rage 7,Radeon R200(7500),2001-08-14,290.0,290.0,230.0,0.064,DDR,128,7.36,,,,,,,23,,150,0.06,83.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/radeon-7500.c645
ATI,Radeon 7500 LE,RV200,Rage 7,Radeon R200(7500),2001-08-14,250.0,250.0,175.0,0.064,DDR,128,5.6,,,,,,,23,,150,0.06,83.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/radeon-7500-le.c647
ATI,Radeon 8500,R200,Rage 7,Radeon R200(8500),2001-08-14,275.0,275.0,275.0,0.064,DDR,128,8.8,,,,,,,23,,150,0.06,120.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/radeon-8500.c93
ATI,Radeon DDR VIVO,Rage 6,Rage 6,Rage 6,2001-08-14,183.0,183.0,183.0,0.064,DDR,128,5.856,,,,,,,,,180,0.03,115.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/radeon-ddr-vivo.c1153
ATI,Radeon DDR VIVO OEM,Rage 6,Rage 6,Rage 6,2001-08-14,166.0,166.0,166.0,0.064,DDR,128,5.312,,,,,,,,,180,0.03,115.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/radeon-ddr-vivo-oem.c841
ATI,Radeon DDR VIVO SE,Rage 6,Rage 6,Rage 6,2001-08-14,183.0,183.0,183.0,0.064,DDR,128,5.856,,,,,,,,,180,0.03,115.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/radeon-ddr-vivo-se.c843
ATI,Radeon LE,Rage 6,Rage 6,Rage 6,2001-05-01,148.0,148.0,148.0,0.032,DDR,128,4.736,,,,,,,,,180,0.03,115.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/radeon-le.c650
ATI,Radeon VE AGP,Rage 6,Rage 6,Rage 6,2001-02-19,183.0,183.0,183.0,0.032,DDR,64,2.928,,,,,,,23,,180,0.03,115.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/radeon-ve-agp.c1158
ATI,Radeon VE PCI,Rage 6,Rage 6,Rage 6,2001-02-19,183.0,183.0,183.0,0.032,DDR,64,2.928,,,,,,,23,,180,0.03,115.0,TSMC,PCI,,,https://www.techpowerup.com/gpu-specs/radeon-ve-pci.c1157
Matrox,Millennium G550,Condor,G500,G Series(G5xx),2001-11-26,125.0,125.0,166.0,0.032,DDR,64,2.656,,,,,,,,,180,0.01,,UMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/millennium-g550.c1920
Matrox,Millennium G550 PCIe,Condor,G500,G Series(G5xx),2001-11-26,125.0,125.0,166.0,0.032,DDR,64,2.656,,,,,,,,,180,0.01,,UMC,PCIe 1.0 x1,,,https://www.techpowerup.com/gpu-specs/millennium-g550-pcie.c1921
Sony,Playstation 2 GPU 180nm,GS-180nm,,Console GPU(Sony),2001-04-18,147.0,147.0,150.0,0.004,eDRAM,2560,48.0,,,,,,,79,,180,0.05,188.0,Sony,,,,https://www.techpowerup.com/gpu-specs/playstation-2-gpu-180nm.c3705
NVIDIA,GeForce4 410 Go,NV17,Celsius,GeForce4 Go,2002-02-06,200.0,200.0,200.0,0.016,DDR,64,3.2,,,,,,,,,150,0.03,65.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/geforce4-410-go.c1825
NVIDIA,GeForce4 420 Go,NV17,Celsius,GeForce4 Go,2002-02-06,200.0,200.0,200.0,0.032,DDR,64,3.2,,,,,,,,,150,0.03,65.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/geforce4-420-go.c1553
NVIDIA,GeForce4 440 Go,NV17,Celsius,GeForce4 Go,2002-02-06,220.0,220.0,220.0,0.064,DDR,128,7.04,,,,,,,,,150,0.03,65.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/geforce4-440-go.c1555
NVIDIA,GeForce4 448 Go,NV18,Celsius,GeForce4 Go,2002-03-01,200.0,200.0,200.0,0.064,DDR,128,6.4,,,,,,,,,150,0.03,65.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/geforce4-448-go.c1826
NVIDIA,GeForce4 460 Go,NV17,Celsius,GeForce4 Go,2002-10-14,250.0,250.0,250.0,0.064,DDR,128,8.0,,,,,,,,,150,0.03,65.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/geforce4-460-go.c1556
NVIDIA,GeForce4 488 Go,NV18,Celsius,GeForce4 Go,2002-03-01,300.0,300.0,275.0,0.064,DDR,128,8.8,,,,,,,,,150,0.03,65.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/geforce4-488-go.c1557
NVIDIA,GeForce4 Go 4200,NV28,Kelvin,GeForce4 Go,2002-11-14,200.0,200.0,200.0,0.064,DDR,64,3.2,,,,,,,,,150,0.06,142.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/geforce4-go-4200.c1558
NVIDIA,GeForce4 MX + nForce2,Crush17,Celsius,GeForce 4 MX IGP,2002-10-01,200.0,200.0,,,System Shared,,,,,,,,,,,150,0.03,65.0,,AGP 4x,,,https://www.techpowerup.com/gpu-specs/geforce4-mx-nforce2.c2014
NVIDIA,GeForce4 MX 420,NV17,Celsius,GeForce 4 MX,2002-02-06,250.0,250.0,166.0,0.064,SDR,128,2.656,,,,,,,,,150,0.03,65.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/geforce4-mx-420.c777
NVIDIA,GeForce4 MX 420 PCI,NV17,Celsius,GeForce 4 MX,2002-02-06,250.0,250.0,166.0,0.064,SDR,64,1.328,,,,,,,,,150,0.03,65.0,TSMC,PCI,,,https://www.techpowerup.com/gpu-specs/geforce4-mx-420-pci.c778
NVIDIA,GeForce4 MX 440,NV17,Celsius,GeForce 4 MX,2002-02-06,275.0,275.0,200.0,0.064,DDR,128,6.4,,,,,,,,,150,0.03,65.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/geforce4-mx-440.c781
NVIDIA,GeForce4 MX 440 Mac Edition,NV17,Celsius,GeForce 4 MX,2002-02-06,275.0,275.0,200.0,0.064,DDR,128,6.4,,,,,,,,,150,0.03,65.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/geforce4-mx-440-mac-edition.c3374
NVIDIA,GeForce4 MX 440-8x,NV18,Celsius,GeForce 4 MX,2002-09-25,275.0,275.0,250.0,0.064,DDR,128,8.0,,,,,,,,,150,0.03,65.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/geforce4-mx-440-8x.c783
NVIDIA,GeForce4 MX 440-SE,NV17,Celsius,GeForce 4 MX,2002-02-06,250.0,250.0,166.0,0.064,DDR,128,5.312,,,,,,,,,150,0.03,65.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/geforce4-mx-440-se.c780
NVIDIA,GeForce4 MX 460,NV17,Celsius,GeForce 4 MX,2002-02-06,300.0,300.0,225.0,0.064,DDR,128,7.2,,,,,,,,,150,0.03,65.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/geforce4-mx-460.c786
NVIDIA,GeForce4 Ti 4200,NV25,Kelvin,GeForce 4 Ti,2002-02-06,250.0,250.0,250.0,0.064,DDR,64,4.0,,,,,,,,,150,0.06,142.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/geforce4-ti-4200.c2134
NVIDIA,GeForce4 Ti 4200-8X,NV28,Kelvin,GeForce 4 Ti,2002-02-06,250.0,250.0,250.0,0.064,SDR,128,4.0,,,,,,,,,150,0.06,142.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/geforce4-ti-4200-8x.c2356
NVIDIA,GeForce4 Ti 4400,NV25,Kelvin,GeForce 4 Ti,2002-02-06,275.0,275.0,275.0,0.128,DDR,128,8.8,,,,,,,,,150,0.06,142.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/geforce4-ti-4400.c180
NVIDIA,GeForce4 Ti 4600,NV25,Kelvin,GeForce 4 Ti,2002-02-06,300.0,300.0,324.0,0.128,DDR,128,10.37,,,,,,,,,150,0.06,142.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/geforce4-ti-4600.c178
NVIDIA,Quadro4 380 XGL,NV18,Celsius,Quadro4 Celcius(x80),2002-11-12,275.0,275.0,256.0,0.128,DDR,128,8.192,,,,,,,,,150,0.03,65.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/quadro4-380-xgl.c1358
NVIDIA,Quadro4 500 Go GL,NV17,Celsius,Quadro4 Go,2002-04-23,220.0,220.0,220.0,0.064,SDR,128,3.52,,,,,,,,,150,0.03,65.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/quadro4-500-go-gl.c1827
NVIDIA,Quadro4 500 XGL,NV17,Celsius,Quadro4 Celcius(x00),2002-02-19,250.0,250.0,166.0,0.128,SDR,128,2.656,,,,,,,,,150,0.03,65.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/quadro4-500-xgl.c1373
NVIDIA,Quadro4 550 XGL,NV17,Celsius,Quadro4 Celcius(x50),2002-02-19,270.0,270.0,200.0,0.064,DDR,128,6.4,,,,,,,,,150,0.03,65.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/quadro4-550-xgl.c1370
NVIDIA,Quadro4 580 XGL,NV18,Celsius,Quadro4 Celcius(x80),2002-11-12,300.0,300.0,200.0,0.064,DDR,128,6.4,,,,,,,,,150,0.03,65.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/quadro4-580-xgl.c1359
NVIDIA,Quadro4 700 XGL,NV25,Kelvin,Quadro4 Celcius(x00),2002-02-19,275.0,275.0,225.0,0.064,DDR,128,7.2,,,,,,,,,150,0.06,142.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/quadro4-700-xgl.c1371
NVIDIA,Quadro4 750 XGL,NV25,Kelvin,Quadro4 Celcius(x50),2002-02-19,275.0,275.0,225.0,0.128,DDR,128,7.2,,,,,,,,,150,0.06,142.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/quadro4-750-xgl.c1372
NVIDIA,Quadro4 900 XGL,NV25,Kelvin,Quadro4 Celcius(x00),2002-02-19,300.0,300.0,325.0,0.128,DDR,128,10.4,,,,,,,,,150,0.06,142.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/quadro4-900-xgl.c1369
NVIDIA,Quadro4 980 XGL,NV28,Kelvin,Quadro4 Celcius(x80),2002-11-12,300.0,300.0,325.0,0.128,DDR,128,10.4,,,,,,,,,150,0.06,142.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/quadro4-980-xgl.c1357
Intel,Extreme Graphics,Brookdale,Generation 2.0,Extreme Graphics(IGP),2002-01-01,200.0,200.0,,,System Shared,,,,,,,,,,,150,,,Intel,FSB,,,https://www.techpowerup.com/gpu-specs/extreme-graphics.c1283
Intel,i830MG Graphics,Almador,Generation 1.0,Graphics-M(IGP),2002-01-01,100.0,166.0,,,System Shared,,,,,,,,,,,150,,,Intel,FSB,,,https://www.techpowerup.com/gpu-specs/i830mg-graphics.c1284
ATI,All-In-Wonder 9500,R300,R300,All-In-Wonder(9000),2002-07-01,277.0,277.0,270.0,0.128,DDR,128,8.64,,,,,,,,,150,0.11,215.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/all-in-wonder-9500.c1858
ATI,All-In-Wonder Radeon 7500,RV200,Rage 7,All-In-Wonder(7000),2002-04-16,260.0,260.0,180.0,0.064,DDR,128,5.76,,,,,,,,,150,0.06,83.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/all-in-wonder-radeon-7500.c863
ATI,All-In-Wonder Radeon 7500 VE,RV200,Rage 7,All-In-Wonder(7000),2002-04-16,260.0,260.0,250.0,0.064,DDR,128,8.0,,,,,,,,,150,0.06,83.0,TSMC,PCI,,,https://www.techpowerup.com/gpu-specs/all-in-wonder-radeon-7500-ve.c3651
ATI,FireGL 9500 Z1-128,R300,R300,FireGL(9000),2002-10-01,325.0,325.0,310.0,0.128,DDR,256,19.84,,,,,,,,,150,0.11,215.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/firegl-9500-z1-128.c1383
ATI,FireGL 9700 X1-128,R300,R300,FireGL(9000),2002-07-23,325.0,325.0,310.0,0.128,DDR,256,19.84,,,,,,,,,150,0.11,215.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/firegl-9700-x1-128.c1379
ATI,FireGL 9700 X1-256,R300,R300,FireGL(9000),2002-07-23,325.0,325.0,310.0,0.25,DDR,256,19.84,,,,,,,37,,150,0.11,215.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/firegl-9700-x1-256.c1378
