manufacturer,name,gpuName,architecture,generation,releaseDate,baseClock,boostClock,memoryClock,memorySize,memoryType,memoryBus,memoryBandwidth,shaders,tensorCores,rtCores,fp32,fp16,fp64,tdp,cuda,processSize,transistors,dieSize,foundry,busInterface,sms,l2Cache,url
ATI,Mobility FireGL T2e,M11,R300,Mobility FireGL,2004-08-01,450.0,450.0,225.0,0.128,DDR,128,7.2,,,,,,,,,130,0.08,92.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/mobility-firegl-t2e.c1661
ATI,Mobility FireGL V3100,M22,R300,Mobility FireGL(V3xxx),2004-06-01,350.0,350.0,200.0,0.128,DDR,128,6.4,,,,,,,,,110,0.11,74.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/mobility-firegl-v3100.c1662
ATI,Mobility FireGL V3200,M24,R300,Mobility FireGL(V3xxx),2004-06-01,400.0,400.0,250.0,0.128,DDR2,128,8.0,,,,,,,,,130,0.07,92.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/mobility-firegl-v3200.c1663
ATI,Mobility Radeon 7000,M6,Rage 6,M6(Mobility),2004-01-01,144.0,144.0,139.0,0.016,DDR,32,1.112,,,,,,,,,180,0.03,115.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/mobility-radeon-7000.c3845
ATI,Mobility Radeon 9500,M10,R300,M1x(Mobility 9000),2004-06-01,230.0,230.0,190.0,0.128,DDR,64,3.04,,,,,,,,,130,0.08,92.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/mobility-radeon-9500.c1781
ATI,Mobility Radeon 9550,M12,R300,M1x(Mobility 9000),2004-06-01,250.0,250.0,243.0,0.064,DDR,64,3.888,,,,,,,,,130,0.08,92.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/mobility-radeon-9550.c1780
ATI,Mobility Radeon 9600,M10,R300,M1x(Mobility 9000),2004-06-01,300.0,300.0,200.0,0.128,DDR,64,3.2,,,,,,,,,130,0.08,92.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/mobility-radeon-9600.c1598
ATI,Mobility Radeon 9600 PRO,M10,R300,M1x(Mobility 9000),2004-06-01,333.0,333.0,200.0,0.128,DDR,128,6.4,,,,,,,,,130,0.08,92.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/mobility-radeon-9600-pro.c1599
ATI,Mobility Radeon 9600 PRO Turbo,M10,R300,M1x(Mobility 9000),2004-02-13,337.0,337.0,243.0,0.128,DDR,128,7.776,,,,,,,,,130,0.08,92.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/mobility-radeon-9600-pro-turbo.c1681
ATI,Mobility Radeon 9700,M11,R300,M1x(Mobility 9000),2004-06-01,450.0,450.0,275.0,0.064,DDR,128,8.8,,,,,,,,,130,0.08,92.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/mobility-radeon-9700.c1600
ATI,Mobility Radeon 9700 SE,M10,R300,M1x(Mobility 9000),2004-06-01,250.0,250.0,200.0,0.128,DDR,64,3.2,,,,,,,,,130,0.08,92.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/mobility-radeon-9700-se.c1782
ATI,Mobility Radeon 9800,M18,R400,M1x(Mobility 9000),2004-07-01,350.0,350.0,300.0,0.25,DDR,256,19.2,,,,,,,,,130,0.16,281.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/mobility-radeon-9800.c1601
ATI,Mobility Radeon X600,M24,R300,M2x(Mobility X1),2004-06-01,400.0,400.0,250.0,0.128,DDR,128,8.0,,,,,,,,,130,0.07,92.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/mobility-radeon-x600.c1409
ATI,Mobility Radeon X600 SE,M24,R300,M2x(Mobility X1),2004-06-01,400.0,400.0,250.0,0.064,DDR,128,8.0,,,,,,,,,130,0.07,92.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/mobility-radeon-x600-se.c1602
ATI,Mobility Radeon X800,M28,R400,M2x(Mobility X1),2004-11-01,400.0,400.0,400.0,0.25,GDDR3,256,25.6,,,,,,,,,130,0.16,289.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/mobility-radeon-x800.c1407
ATI,Radeon 7000 Mac Edition,RV100,Rage 6,Radeon R100(7000),2004-03-14,183.0,183.0,183.0,0.032,DDR,64,2.928,,,,,,,23,,180,0.03,80.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/radeon-7000-mac-edition.c1902
ATI,Radeon 7000 Mac Edition PCI,RV100,Rage 6,Radeon R100(7000),2004-03-14,183.0,183.0,183.0,0.032,DDR,64,2.928,,,,,,,23,,180,0.03,80.0,TSMC,PCI,,,https://www.techpowerup.com/gpu-specs/radeon-7000-mac-edition-pci.c1901
ATI,Radeon 9000 PRO Mac Edition,RV250,Rage 7,Radeon R200(9000),2004-03-14,275.0,275.0,275.0,0.064,DDR,128,8.8,,,,,,,28,,150,0.04,97.0,TSMC,AGP 4x,,,https://www.techpowerup.com/gpu-specs/radeon-9000-pro-mac-edition.c1900
ATI,Radeon 9250,RV280,Rage 7,Radeon R200(9200),2004-03-01,240.0,240.0,200.0,0.064,DDR,64,3.2,,,,,,,,,150,0.04,98.0,UMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/radeon-9250.c45
ATI,Radeon 9250 PCI,RV280,Rage 7,Radeon R200(9200),2004-03-01,240.0,240.0,200.0,0.128,DDR,64,3.2,,,,,,,,,150,0.04,98.0,UMC,PCI,,,https://www.techpowerup.com/gpu-specs/radeon-9250-pci.c1162
ATI,Radeon 9800 PRO Mac Edition,R360,R300,Radeon R300(9800),2004-03-04,378.0,378.0,338.0,0.128,DDR,256,21.63,,,,,,,60,,150,0.12,218.0,TSMC,AGP Pro 8x,,,https://www.techpowerup.com/gpu-specs/radeon-9800-pro-mac-edition.c2233
ATI,Radeon 9800 XT Mac Edition,R360,R300,Radeon R300(9800),2004-03-14,412.0,412.0,365.0,0.25,DDR,256,23.36,,,,,,,60,,150,0.12,218.0,TSMC,AGP Pro 8x,,,https://www.techpowerup.com/gpu-specs/radeon-9800-xt-mac-edition.c1899
ATI,Radeon X300,RV370,R300,Radeon R300(X300),2004-09-01,375.0,375.0,200.0,0.064,DDR,128,6.4,,,,,,,36,,110,0.11,74.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-x300.c511
ATI,Radeon X300 LE,RV370,R300,Radeon R300(X300),2004-09-01,325.0,325.0,200.0,0.064,DDR,128,6.4,,,,,,,,,110,0.11,74.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-x300-le.c513
ATI,Radeon X300 SE,RV370,R300,Radeon R300(X300),2004-09-01,325.0,325.0,200.0,0.064,DDR,64,3.2,,,,,,,30,,110,0.11,74.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-x300-se.c512
ATI,Radeon X600,RV370,R300,Radeon R300(X600),2004-09-01,400.0,400.0,250.0,0.25,DDR,128,8.0,,,,,,,36,,110,0.11,74.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-x600.c1814
ATI,Radeon X600 PRO,RV370,R300,Radeon R300(X600),2004-09-01,400.0,400.0,300.0,0.128,DDR,128,9.6,,,,,,,36,,110,0.11,74.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-x600-pro.c2292
ATI,Radeon X600 SE,RV370,R300,Radeon R300(X600),2004-09-01,325.0,325.0,250.0,0.128,DDR,64,4.0,,,,,,,36,,110,0.11,74.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-x600-se.c1815
ATI,Radeon X600 XT,RV380,R300,Radeon R300(X600),2004-09-01,500.0,500.0,370.0,0.128,DDR,128,11.84,,,,,,,25,,130,0.07,92.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-x600-xt.c24
ATI,Radeon X700,RV410,R400,Radeon R400 PCIe(X700),2004-09-01,400.0,400.0,250.0,0.128,DDR,128,8.0,,,,,,,44,,110,0.12,156.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-x700.c21
ATI,Radeon X700 AGP,RV410,R400,Radeon R400 AGP(X700),2004-09-01,400.0,400.0,250.0,0.128,DDR,128,8.0,,,,,,,44,,110,0.12,156.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/radeon-x700-agp.c521
ATI,Radeon X700 LE,RV410,R400,Radeon R400 PCIe(X700),2004-12-21,400.0,400.0,350.0,0.128,DDR,128,11.2,,,,,,,,,110,0.12,156.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-x700-le.c527
ATI,Radeon X700 PRO,RV410,R400,Radeon R400 PCIe(X700),2004-09-01,425.0,425.0,430.0,0.128,GDDR3,128,13.76,,,,,,,33,,110,0.12,156.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-x700-pro.c20
ATI,Radeon X700 PRO AGP,RV410,R400,Radeon R400 AGP(X700),2004-09-01,425.0,425.0,472.0,0.128,DDR,128,15.1,,,,,,,33,,110,0.12,156.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/radeon-x700-pro-agp.c522
ATI,Radeon X700 XT,RV410,R400,Radeon R400 PCIe(X700),2004-09-01,475.0,475.0,525.0,0.128,GDDR3,128,16.8,,,,,,,38,,110,0.12,156.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-x700-xt.c531
ATI,Radeon X800,R430,R400,Radeon R400 PCIe(X800),2004-12-01,400.0,400.0,350.0,0.25,DDR,256,22.4,,,,,,,30,,110,0.16,240.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-x800.c107
ATI,Radeon X800 PRO,R423,R400,Radeon R400 PCIe(X800),2004-05-01,475.0,475.0,450.0,0.25,GDDR3,256,28.8,,,,,,,48,,130,0.16,289.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-x800-pro.c3255
ATI,Radeon X800 PRO AGP,R420,R400,Radeon R400 AGP(X800),2004-05-01,475.0,475.0,450.0,0.25,GDDR3,256,28.8,,,,,,,48,,130,0.16,281.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/radeon-x800-pro-agp.c2
ATI,Radeon X800 SE,R423,R400,Radeon R400 PCIe(X800),2004-10-04,425.0,425.0,350.0,0.128,DDR,256,22.4,,,,,,,,,130,0.16,289.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-x800-se.c37
ATI,Radeon X800 SE AGP,R420,R400,Radeon R400 AGP(X800),2004-09-01,450.0,450.0,400.0,0.25,DDR,256,25.6,,,,,,,,,130,0.16,281.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/radeon-x800-se-agp.c36
ATI,Radeon X800 VE AGP,R420,R400,Radeon R400 AGP(X800),2004-09-01,425.0,425.0,398.0,0.25,GDDR3,256,25.47,,,,,,,,,130,0.16,281.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/radeon-x800-ve-agp.c2209
ATI,Radeon X800 XL,R430,R400,Radeon R400 PCIe(X800),2004-12-01,400.0,400.0,490.0,0.25,GDDR3,256,31.36,,,,,,,49,,110,0.16,240.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-x800-xl.c536
ATI,Radeon X800 XL AGP,R430,R400,Radeon R400 AGP(X800),2004-05-01,400.0,400.0,500.0,0.25,GDDR3,256,32.0,,,,,,,49,,110,0.16,240.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/radeon-x800-xl-agp.c119
ATI,Radeon X800 XT,R423,R400,Radeon R400 PCIe(X800),2004-12-01,500.0,500.0,500.0,0.25,GDDR3,256,32.0,,,,,,,54,,130,0.16,289.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-x800-xt.c22
ATI,Radeon X800 XT AGP,R420,R400,Radeon R400 AGP(X800),2004-03-01,500.0,500.0,500.0,0.25,GDDR3,256,32.0,,,,,,,54,,130,0.16,281.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/radeon-x800-xt-agp.c18
ATI,Radeon X800 XT Mac Edition,R423,R400,Radeon R400 AGP(X800),2004-12-01,475.0,475.0,500.0,0.25,GDDR3,256,32.0,,,,,,,54,,130,0.16,289.0,TSMC,AGP Pro 8x,,,https://www.techpowerup.com/gpu-specs/radeon-x800-xt-mac-edition.c994
ATI,Radeon X800 XT Platinum,R423,R400,Radeon R400 PCIe(X800),2004-03-01,520.0,520.0,560.0,0.25,GDDR3,256,35.84,,,,,,,63,,130,0.16,289.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-x800-xt-platinum.c23
ATI,Radeon X800 XT Platinum AGP,R420,R400,Radeon R400 AGP(X800),2004-05-01,520.0,520.0,560.0,0.25,GDDR3,256,35.84,,,,,,,63,,130,0.16,281.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/radeon-x800-xt-platinum-agp.c1
ATI,Radeon X850 PRO,R480,R400,Radeon R400 PCIe(X850),2004-12-01,507.0,507.0,520.0,0.25,GDDR3,256,33.28,,,,,,,,,130,0.16,297.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-x850-pro.c105
ATI,Radeon X850 XT,R480,R400,Radeon R400 PCIe(X850),2004-12-01,520.0,520.0,540.0,0.25,GDDR3,256,34.56,,,,,,,69,,130,0.16,297.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-x850-xt.c966
ATI,Radeon X850 XT Platinum,R480,R400,Radeon R400 PCIe(X850),2004-12-21,540.0,540.0,590.0,0.25,GDDR3,256,37.76,,,,,,,67,,130,0.16,297.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/radeon-x850-xt-platinum.c103
ATI,Radeon Xpress 200 IGP,RC410,R300,Radeon IGP(Xpress 200),2004-11-08,300.0,300.0,,,System Shared,,,,,,,,,,,130,,73.0,,PCI,,,https://www.techpowerup.com/gpu-specs/radeon-xpress-200-igp.c2478
Matrox,QID,MP-A4,MP,QID,2004-12-17,250.0,250.0,300.0,0.25,DDR,128,9.6,,,,,,,,,,,,UMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/qid.c3527
Matrox,QID LP PCI,MP-A4,MP,QID,2004-12-17,250.0,250.0,300.0,0.128,DDR,64,4.8,,,,,,,,,,,,UMC,PCI-X,,,https://www.techpowerup.com/gpu-specs/qid-lp-pci.c3526
Matrox,QID LP PCIe,MP-A4,MP,QID,2004-12-17,250.0,250.0,300.0,0.128,DDR,128,9.6,,,,,,,,,,,,UMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/qid-lp-pcie.c3524
Matrox,QID PRO,MP-A4,MP,QID,2004-12-17,250.0,250.0,300.0,0.25,DDR,64,4.8,,,,,,,,,,,,UMC,PCI-X,,,https://www.techpowerup.com/gpu-specs/qid-pro.c3525
Sony,Playstation Portable GPU 90nm,RE+SE-90nm,,Console GPU(Sony),2004-12-12,133.0,133.0,83.0,0.002,eDRAM,512,5.312,,,,,,,4,,90,,83.0,Sony,,,,https://www.techpowerup.com/gpu-specs/playstation-portable-gpu-90nm.c3709
NVIDIA,GeForce 6200 LE,NV44,Curie,GeForce 6 PCIe(6200),2005-04-04,350.0,350.0,266.0,0.128,DDR,64,4.256,,,,,,,,,110,0.07,110.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-6200-le.c1297
NVIDIA,GeForce 6200 LE AGP,NV44,Curie,GeForce 6 AGP(6200),2005-04-04,350.0,350.0,266.0,0.128,DDR,64,4.256,,,,,,,,,110,0.07,110.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/geforce-6200-le-agp.c708
NVIDIA,GeForce 6500,NV44,Curie,GeForce 6 PCIe(6500),2005-10-01,400.0,400.0,266.0,0.128,DDR2,128,8.512,,,,,,,,,110,0.07,110.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-6500.c713
NVIDIA,GeForce 6600 LE,NV43,Curie,GeForce 6 PCIe(6600),2005-01-01,300.0,300.0,250.0,0.128,DDR,128,8.0,,,,,,,,,110,0.15,154.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-6600-le.c715
NVIDIA,GeForce 6600 LE AGP,NV43,Curie,GeForce 6 AGP(6600),2005-01-01,300.0,300.0,200.0,0.128,DDR,128,6.4,,,,,,,,,110,0.15,154.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/geforce-6600-le-agp.c716
NVIDIA,GeForce 6600 VE,NV43,Curie,GeForce 6 PCIe(6600),2005-01-01,300.0,300.0,200.0,0.128,GDDR3,128,6.4,,,,,,,,,110,0.15,154.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-6600-ve.c1835
NVIDIA,GeForce 6800 GS,NV40,Curie,GeForce 6 AGP(6800),2005-12-08,350.0,350.0,500.0,0.25,GDDR3,256,32.0,,,,,,,,,130,0.22,287.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/geforce-6800-gs.c145
NVIDIA,GeForce 6800 XE,NV40,Curie,GeForce 6 AGP(6800),2005-09-30,275.0,275.0,266.0,0.25,DDR2,128,8.512,,,,,,,,,130,0.22,287.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/geforce-6800-xe.c1819
NVIDIA,GeForce 6800 XT,NV41,Curie,GeForce 6 PCIe(6800),2005-09-30,425.0,425.0,500.0,0.25,GDDR3,256,32.0,,,,,,,,,130,0.19,225.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-6800-xt.c711
NVIDIA,GeForce 7800 GT,G70,Curie,GeForce 7 PCIe(7800),2005-08-11,400.0,400.0,500.0,0.25,GDDR3,256,32.0,,,,,,,65,,110,0.3,333.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-7800-gt.c126
NVIDIA,GeForce 7800 GT Dual,G70,Curie,GeForce 7 PCIe(7800),2005-08-11,400.0,400.0,500.0,0.25,GDDR3,256,32.0,,,,,,,120,,110,0.3,333.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-7800-gt-dual.c1944
NVIDIA,GeForce 7800 GTX,G70,Curie,GeForce 7 PCIe(7800),2005-06-22,430.0,430.0,600.0,0.25,GDDR3,256,38.4,,,,,,,86,,110,0.3,333.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-7800-gtx.c127
NVIDIA,GeForce 7800 GTX 512,G70,Curie,GeForce 7 PCIe(7800),2005-11-14,500.0,500.0,800.0,0.5,GDDR3,256,51.2,,,,,,,108,,110,0.3,333.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-7800-gtx-512.c144
NVIDIA,GeForce FX Go5700,NV36,Rankine,GeForce FX Go 5(Go 5000),2005-02-01,450.0,450.0,275.0,0.128,DDR,128,8.8,,,,,,,,,130,0.08,133.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/geforce-fx-go5700.c1552
NVIDIA,GeForce Go 6200 TE,NV43,Curie,GeForce Go 6(Go 6000),2005-09-29,300.0,300.0,300.0,0.064,DDR,64,4.8,,,,,,,,,110,0.15,154.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-go-6200-te.c2222
NVIDIA,GeForce Go 6600,NV43,Curie,GeForce Go 6(Go 6000),2005-09-29,300.0,300.0,350.0,0.25,DDR,128,11.2,,,,,,,,,110,0.15,154.0,TSMC,MXM-II,,,https://www.techpowerup.com/gpu-specs/geforce-go-6600.c1566
NVIDIA,GeForce Go 6600 NPB 128M,NV43,Curie,GeForce Go 6(Go 6000),2005-09-29,375.0,375.0,300.0,0.128,DDR,128,9.6,,,,,,,,,110,0.15,154.0,TSMC,MXM-I,,,https://www.techpowerup.com/gpu-specs/geforce-go-6600-npb-128m.c2223
NVIDIA,GeForce Go 6600 TE,NV43,Curie,GeForce Go 6(Go 6000),2005-09-29,225.0,225.0,200.0,0.128,DDR,128,6.4,,,,,,,,,110,0.15,154.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-go-6600-te.c2221
NVIDIA,GeForce Go 6800 Ultra,NV41,Curie,GeForce Go 6(Go 6000),2005-02-24,450.0,450.0,600.0,0.25,GDDR3,256,38.4,,,,,,,89,,130,0.19,225.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-go-6800-ultra.c1565
NVIDIA,GeForce Go 7800 GTX,G70,Curie,GeForce Go 7(Go 7000),2005-09-29,440.0,440.0,550.0,0.5,GDDR3,256,35.2,,,,,,,65,,110,0.3,333.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/geforce-go-7800-gtx.c1574
NVIDIA,Quadro FX 2500M,G71,Curie,Quadro FX Mobile(x500M),2005-09-29,500.0,500.0,600.0,0.5,GDDR3,256,38.4,,,,,,,45,,90,0.28,196.0,TSMC,MXM-III,,,https://www.techpowerup.com/gpu-specs/quadro-fx-2500m.c1444
NVIDIA,Quadro FX 3450,NV41,Curie,Quadro FX Curie(x400),2005-07-28,425.0,425.0,500.0,0.25,GDDR3,256,32.0,,,,,,,83,,130,0.19,225.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/quadro-fx-3450.c1368
NVIDIA,Quadro FX 4400,NV45,Curie,Quadro FX Curie(x400),2005-07-28,375.0,375.0,525.0,0.5,GDDR3,256,33.6,,,,,,,83,,130,0.22,287.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/quadro-fx-4400.c1832
NVIDIA,Quadro FX 4400G,NV45,Curie,Quadro FX Curie(x400),2005-07-28,375.0,375.0,525.0,0.5,GDDR3,256,33.6,,,,,,,83,,130,0.22,287.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/quadro-fx-4400g.c2353
NVIDIA,Quadro FX 4500,G70,Curie,Quadro FX Curie(x500),2005-07-28,430.0,430.0,525.0,0.5,GDDR3,256,33.6,,,,,,,109,,110,0.3,333.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/quadro-fx-4500.c1342
NVIDIA,Quadro FX Go1400,NV41,Curie,Quadro FX Go,2005-02-25,275.0,275.0,295.0,0.25,DDR,256,18.88,,,,,,,,,130,0.19,225.0,TSMC,MXM-III,,,https://www.techpowerup.com/gpu-specs/quadro-fx-go1400.c1831
NVIDIA,Quadro NVS 280 SD,NV18C,Celsius,Quadro NVS,2005-05-31,250.0,250.0,200.0,0.064,DDR,64,3.2,,,,,,,10,,150,0.03,65.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/quadro-nvs-280-sd.c3160
NVIDIA,Quadro NVS 50 PCI,NV18,Celsius,Quadro NVS,2005-05-31,250.0,250.0,200.0,0.064,DDR,64,3.2,,,,,,,10,,150,0.03,65.0,TSMC,PCI,,,https://www.techpowerup.com/gpu-specs/quadro-nvs-50-pci.c1460
NVIDIA,Quadro NVS 55 PCI,NV34B,Rankine,Quadro NVS,2005-05-31,250.0,250.0,200.0,0.064,DDR,64,3.2,,,,,,,10,,150,0.04,91.0,TSMC,PCI,,,https://www.techpowerup.com/gpu-specs/quadro-nvs-55-pci.c2676
Intel,GMA 950,Calistoga,Generation 3.5,GMA Graphics-M(GMA 950 IGP),2006-01-01,250.0,250.0,,,System Shared,,,,,,,,,7,,90,,,Intel,FSB,,,https://www.techpowerup.com/gpu-specs/gma-950.c3122
ATI,All-In-Wonder 2006 AGP Edition,RV350,R300,All-In-Wonder(2006 Edition),2005-04-29,324.0,324.0,196.0,0.25,DDR,128,6.272,,,,,,,,,130,0.06,76.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/all-in-wonder-2006-agp-edition.c1389
ATI,All-In-Wonder 2006 PCIe Edition,RV515,Ultra-Threaded SE,All-In-Wonder(2006 Edition),2005-12-22,450.0,450.0,400.0,0.25,DDR2,128,12.8,,,,,,,,,90,0.11,100.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/all-in-wonder-2006-pcie-edition.c1388
ATI,All-In-Wonder X1800 XL,R520,Ultra-Threaded SE,All-In-Wonder(X1),2005-10-27,500.0,500.0,500.0,0.25,GDDR3,256,32.0,,,,,,,75,,90,0.31,288.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/all-in-wonder-x1800-xl.c160
ATI,All-In-Wonder X600 PRO,RV370,R300,All-In-Wonder(X),2005-07-01,400.0,400.0,300.0,0.25,DDR,128,9.6,,,,,,,,,110,0.11,74.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/all-in-wonder-x600-pro.c111
ATI,All-In-Wonder X800 SE,R420,R400,All-In-Wonder(X),2005-04-27,425.0,425.0,400.0,0.25,GDDR3,256,25.6,,,,,,,,,130,0.16,281.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/all-in-wonder-x800-se.c3670
ATI,All-In-Wonder X800 VE,R420,R400,All-In-Wonder(X),2005-04-27,425.0,425.0,400.0,0.25,GDDR3,256,25.6,,,,,,,,,130,0.16,281.0,TSMC,AGP 8x,,,https://www.techpowerup.com/gpu-specs/all-in-wonder-x800-ve.c1912
ATI,All-In-Wonder X800 XL,R430,R400,All-In-Wonder(X),2005-01-21,400.0,400.0,490.0,0.25,GDDR3,256,31.36,,,,,,,,,110,0.16,240.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/all-in-wonder-x800-xl.c149
ATI,FireGL V3300,RV515,Ultra-Threaded SE,FireGL(Vx300),2005-10-01,600.0,600.0,400.0,0.128,DDR2,64,6.4,,,,,,,,,90,0.11,100.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/firegl-v3300.c850
ATI,FireGL V3350,RV515,Ultra-Threaded SE,FireGL(Vx300),2005-10-01,600.0,600.0,400.0,0.25,DDR2,64,6.4,,,,,,,,,90,0.11,100.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/firegl-v3350.c851
ATI,FireGL V3400,RV530,Ultra-Threaded SE,FireGL(Vx400),2005-10-01,500.0,500.0,500.0,0.128,GDDR3,128,16.0,,,,,,,,,90,0.16,150.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/firegl-v3400.c695
ATI,FireGL V5200,RV530,Ultra-Threaded SE,FireGL(Vx200),2005-10-01,600.0,600.0,700.0,0.128,GDDR3,128,22.4,,,,,,,35,,90,0.16,150.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/firegl-v5200.c697
ATI,FireGL V7200,R520,Ultra-Threaded SE,FireGL(Vx200),2005-10-01,600.0,600.0,650.0,0.25,GDDR3,256,41.6,,,,,,,,,90,0.31,288.0,TSMC,PCIe 1.0 x16,,,https://www.techpowerup.com/gpu-specs/firegl-v7200.c854
